pred_speed,pred_angle,true_speed,true_angle,speed_rel_error,angle_rel_error,speed_abs_error,angle_abs_error
1.104111328125000000e+02,6.059312820434570312e-02,1.000000000000000000e+02,0.000000000000000000e+00,1.735188812017440796e-02,9.643695317208766937e-03,1.041113281250000000e+01,6.059312820434570312e-02
1.013930435180664062e+02,1.285004615783691406e-01,1.000000000000000000e+02,0.000000000000000000e+00,2.321739215403795242e-03,2.045148238539695740e-02,1.393043518066406250e+00,1.285004615783691406e-01
1.026510391235351562e+02,1.245641708374023438e-02,1.000000000000000000e+02,0.000000000000000000e+00,4.418398719280958176e-03,1.982500310987234116e-03,2.651039123535156250e+00,1.245641708374023438e-02
9.878271484375000000e+01,1.122140884399414062e-02,1.000000000000000000e+02,0.000000000000000000e+00,2.028808696195483208e-03,1.785942586138844490e-03,1.217285156250000000e+00,1.122140884399414062e-02
1.052745971679687500e+02,6.230879783630371094e+00,1.000000000000000000e+02,0.000000000000000000e+00,8.790994994342327118e-03,8.324710652232170105e-03,5.274597167968750000e+00,5.230569839477539062e-02
9.538082122802734375e+01,5.149936676025390625e-02,1.000000000000000000e+02,0.000000000000000000e+00,7.698631379753351212e-03,8.196378126740455627e-03,4.619178771972656250e+00,5.149936676025390625e-02
1.010458221435546875e+02,6.252153873443603516e+00,1.000000000000000000e+02,0.000000000000000000e+00,1.743036904372274876e-03,4.938833881169557571e-03,1.045822143554687500e+00,3.103160858154296875e-02
1.051617279052734375e+02,2.166333198547363281e-01,1.000000000000000000e+02,0.000000000000000000e+00,8.602879941463470459e-03,3.447826206684112549e-02,5.161727905273437500e+00,2.166333198547363281e-01
1.047531356811523438e+02,6.791877746582031250e-02,1.000000000000000000e+02,0.000000000000000000e+00,7.921893149614334106e-03,1.080960873514413834e-02,4.753135681152343750e+00,6.791877746582031250e-02
1.015219345092773438e+02,6.191828250885009766e+00,1.000000000000000000e+02,0.000000000000000000e+00,2.536557614803314209e-03,1.453995425254106522e-02,1.521934509277343750e+00,9.135723114013671875e-02
1.069142837524414062e+02,7.193470001220703125e-02,1.000000000000000000e+02,0.000000000000000000e+00,1.152380649000406265e-02,1.144876237958669662e-02,6.914283752441406250e+00,7.193470001220703125e-02
1.156866073608398438e+02,3.965764045715332031e-01,1.000000000000000000e+02,0.000000000000000000e+00,2.614434622228145599e-02,6.311709433794021606e-02,1.568660736083984375e+01,3.965764045715332031e-01
1.011955642700195312e+02,6.746768951416015625e-03,1.000000000000000000e+02,0.000000000000000000e+00,1.992607023566961288e-03,1.073781633749604225e-03,1.195564270019531250e+00,6.746768951416015625e-03
1.007615432739257812e+02,1.819849014282226562e-01,1.000000000000000000e+02,0.000000000000000000e+00,1.269238768145442009e-03,2.896379493176937103e-02,7.615432739257812500e-01,1.819849014282226562e-01
1.013976593017578125e+02,7.723855972290039062e-02,1.000000000000000000e+02,0.000000000000000000e+00,2.329432172700762749e-03,1.229289826005697250e-02,1.397659301757812500e+00,7.723855972290039062e-02
1.029263381958007812e+02,6.262979984283447266e+00,1.000000000000000000e+02,0.000000000000000000e+00,4.877230152487754822e-03,3.215804696083068848e-03,2.926338195800781250e+00,2.020549774169921875e-02
8.638104248046875000e+01,6.195405006408691406e+00,1.000000000000000000e+02,0.000000000000000000e+00,2.269826270639896393e-02,1.397069636732339859e-02,1.361895751953125000e+01,8.778047561645507812e-02
