pred_speed,pred_angle,true_speed,true_angle,speed_rel_error,angle_rel_error,speed_abs_error,angle_abs_error
1.725300598144531250e+02,2.781281471252441406e-01,1.000000000000000000e+02,1.994661986827850342e-01,1.208834350109100342e-01,1.251943781971931458e-02,7.253005981445312500e+01,7.866194844245910645e-02
1.624727325439453125e+02,3.278722763061523438e-01,1.000000000000000000e+02,1.994661986827850342e-01,1.041212230920791626e-01,2.043646201491355896e-02,6.247273254394531250e+01,1.284060776233673096e-01
1.708628997802734375e+02,3.555474281311035156e-01,1.000000000000000000e+02,1.994661986827850342e-01,1.181048303842544556e-01,2.484109811484813690e-02,7.086289978027343750e+01,1.560812294483184814e-01
1.437048187255859375e+02,3.299674987792968750e-01,1.000000000000000000e+02,1.994661986827850342e-01,7.284136116504669189e-02,2.076992578804492950e-02,4.370481872558593750e+01,1.305013000965118408e-01
1.448236999511718750e+02,4.012503623962402344e-01,1.000000000000000000e+02,1.994661986827850342e-01,7.470616698265075684e-02,3.211494535207748413e-02,4.482369995117187500e+01,2.017841637134552002e-01
1.433831634521484375e+02,4.088754653930664062e-01,1.000000000000000000e+02,1.994661986827850342e-01,7.230526953935623169e-02,3.332851827144622803e-02,4.338316345214843750e+01,2.094092667102813721e-01
2.012550964355468750e+02,1.042130947113037109e+00,1.000000000000000000e+02,1.994661986827850342e-01,1.687584966421127319e-01,1.341142505407333374e-01,1.012550964355468750e+02,8.426647186279296875e-01
1.307026214599609375e+02,4.092636108398437500e-01,1.000000000000000000e+02,2.991993129253387451e-01,5.117103457450866699e-02,1.751727610826492310e-02,3.070262145996093750e+01,1.100642979145050049e-01
1.396960449218750000e+02,1.236371994018554688e-01,1.000000000000000000e+02,2.991993129253387451e-01,6.616007536649703979e-02,2.794157713651657104e-02,3.969604492187500000e+01,1.755621135234832764e-01
1.359405364990234375e+02,1.343703269958496094e-01,1.000000000000000000e+02,2.991993129253387451e-01,5.990089476108551025e-02,2.623334713280200958e-02,3.594053649902343750e+01,1.648289859294891357e-01
1.336393585205078125e+02,1.968002319335937500e-01,1.000000000000000000e+02,2.991993129253387451e-01,5.606559664011001587e-02,1.629731990396976471e-02,3.363935852050781250e+01,1.023990809917449951e-01
1.245961151123046875e+02,3.255524635314941406e-01,1.000000000000000000e+02,2.991993129253387451e-01,4.099352657794952393e-02,4.194234032183885574e-03,2.459611511230468750e+01,2.635315060615539551e-02
1.483385314941406250e+02,2.256069183349609375e-01,1.000000000000000000e+02,2.991993129253387451e-01,8.056421577930450439e-02,1.171259302645921707e-02,4.833853149414062500e+01,7.359239459037780762e-02
1.425099792480468750e+02,4.202532768249511719e-01,1.000000000000000000e+02,2.991993129253387451e-01,7.084996253252029419e-02,1.926633529365062714e-02,4.250997924804687500e+01,1.210539638996124268e-01
1.446606903076171875e+02,3.886175155639648438e-01,1.000000000000000000e+02,2.991993129253387451e-01,7.443448156118392944e-02,1.423134841024875641e-02,4.466069030761718750e+01,8.941820263862609863e-02
1.634891357421875000e+02,8.004999160766601562e-02,1.000000000000000000e+02,2.991993129253387451e-01,1.058152243494987488e-01,3.487869724631309509e-02,6.348913574218750000e+01,2.191493213176727295e-01
1.532656402587890625e+02,1.484670639038085938e-01,1.000000000000000000e+02,2.991993129253387451e-01,8.877606689929962158e-02,2.398978173732757568e-02,5.326564025878906250e+01,1.507322490215301514e-01
1.294938354492187500e+02,1.152882575988769531e-01,1.000000000000000000e+02,2.991993129253387451e-01,4.915639385581016541e-02,2.927035279572010040e-02,2.949383544921875000e+01,1.839110553264617920e-01
1.374393463134765625e+02,2.254495620727539062e-01,1.000000000000000000e+02,2.991993129253387451e-01,6.239891052246093750e-02,1.173763722181320190e-02,3.743934631347656250e+01,7.374975085258483887e-02
1.583068847656250000e+02,4.097762107849121094e-01,1.000000000000000000e+02,2.991993129253387451e-01,9.717813879251480103e-02,1.759885996580123901e-02,5.830688476562500000e+01,1.105768978595733643e-01
1.383389587402343750e+02,3.378009796142578125e-01,1.000000000000000000e+02,2.991993129253387451e-01,6.389826536178588867e-02,6.143645849078893661e-03,3.833895874023437500e+01,3.860166668891906738e-02
1.391335144042968750e+02,4.260983467102050781e-01,1.000000000000000000e+02,2.991993129253387451e-01,6.522252410650253296e-02,2.019660733640193939e-02,3.913351440429687500e+01,1.268990337848663330e-01
1.477171173095703125e+02,4.323215484619140625e-01,1.000000000000000000e+02,2.991993129253387451e-01,7.952852547168731689e-02,2.118706144392490387e-02,4.771711730957031250e+01,1.331222355365753174e-01
1.527653198242187500e+02,4.567217826843261719e-01,1.000000000000000000e+02,2.991993129253387451e-01,8.794219791889190674e-02,2.507047913968563080e-02,5.276531982421875000e+01,1.575224697589874268e-01
1.563293762207031250e+02,3.316860198974609375e-01,1.000000000000000000e+02,2.991993129253387451e-01,9.388229250907897949e-02,5.170419812202453613e-03,5.632937622070312500e+01,3.248670697212219238e-02
